FEATURE_ID	FEATURE_NAME	CHR	START	END	Islet	Muscle	Adipose	Liver
ENSG00000170160	CCDC144A	chr17	16592851	16687794	0.313331788624065	0.136438702825841	0.526515244945182	0.0237142636049109
ENSG00000170903	MSANTD4	chr11	105866350	105893130	0.50556714119927	0.16802679471849	0.254269843413071	0.0721362206691698
ENSG00000104915	STX10	chr19	13254872	13261197	0.223887567346615	0.115845174963433	0.426960031328591	0.233307226361361
ENSG00000179580	RNF151	chr16	2016824	2018976	0.446997069798723	0.0848174537206705	0.244775913388737	0.223409563091869
ENSG00000143437	ARNT	chr1	150782181	150849244	0.163195374140097	0.192380285324264	0.495800024807675	0.148624315727964
ENSG00000108846	ABCC3	chr17	48712138	48769613	0.343873856888325	0.00146987341169402	0.0866553209213486	0.568000948778632
ENSG00000152154	TMEM178A	chr2	39892122	39945103	0.134643280152393	0.0876137528418514	0.523577761242175	0.25416520576358
ENSG00000081237	PTPRC	chr1	198607801	198726545	0.0350606863356788	0.0381618151536982	0.718493544093819	0.208283954416804
ENSG00000196748	CLPSL2	chr6	35744371	35747329	1	0	0	0
ENSG00000159753	RLTPR	chr16	67678822	67691414	0.534285371463312	0.0300982902176246	0.273232413225658	0.162383925093406
ENSG00000204889	KRT40	chr17	39133968	39143387	0.986999860919157	0	0.0130001390808429	0
ENSG00000151176	PLBD2	chr12	113796371	113827203	0.334393696490176	0.158574840689931	0.411513118588176	0.0955183442317176
ENSG00000134762	DSC3	chr18	28569974	28622781	0.468721922365674	0.15135817779366	0.258865102043299	0.121054797797367
ENSG00000213020	ZNF611	chr19	53206066	53238326	0.5650838601439	0.0651428644940556	0.329337406862355	0.0404358684996888
ENSG00000172409	CLP1	chr11	57424488	57429340	0.40199318814487	0.14447966883992	0.30940401906421	0.144123123951
ENSG00000076706	MCAM	chr11	119179241	119192231	0.0635140660273453	0.0375791152894601	0.890765817683742	0.00814100099945299
ENSG00000167261	DPEP2	chr16	68021297	68034489	0.0500013806125725	0.0956121235843718	0.714300349305084	0.140086146497972
ENSG00000173214	KIAA1919	chr6	111580551	111592370	0.418005453538972	0.129778376501679	0.276712557540813	0.175503612418536
ENSG00000185352	HS6ST3	chr13	96743093	97485671	0.720575277895483	0.0534683058073598	0.225956416297157	0
ENSG00000237289	CKMT1B	chr15	43885252	43897099	0.931237313681479	0.0147626737173994	0.042386900188078	0.0116131124130434
ENSG00000245317	CTC-241N9.1	chr5	179286013	179288283	0.280333540808455	0.191310104872513	0.445802542708061	0.0825538116109712
ENSG00000127152	BCL11B	chr14	99635624	99737861	0.131320248191287	0.0331026668958243	0.64547737160742	0.190099713305468
ENSG00000144810	COL8A1	chr3	99357319	99518070	0.189256445591567	0.0848169204604343	0.705494772183559	0.0204318617644395
ENSG00000182141	ZNF708	chr19	21473962	21512227	0.534707092888635	0.0837736271778267	0.301711737069367	0.0798075428641718
ENSG00000197345	MRPL21	chr11	68658744	68671303	0.27183062797323	0.269209730152041	0.289467808137639	0.169491833737091
ENSG00000251664	PCDHA12	chr5	140255058	140257424	0.91797843129946	0	0.0557502497090054	0.0262713189915348
ENSG00000197859	ADAMTSL2	chr9	136397286	136440641	0.393284883633594	0.0292920401088979	0.0967456210802995	0.480677455177209
ENSG00000153443	UBALD1	chr16	4658884	4665028	0.340736044725276	0.182244239627446	0.242763721499852	0.234255994147425
ENSG00000163607	GTPBP8	chr3	112710001	112733907	0.262677830508767	0.342602168701279	0.304550230838308	0.0901697699516459
ENSG00000112941	PAPD7	chr5	6714718	6757161	0.238837119515129	0.11404979713969	0.452178060600592	0.194935022744589
ENSG00000124875	CXCL6	chr4	74702214	74714781	0.968789977892266	0	0	0.0312100221077341
ENSG00000124145	SDC4	chr20	43953928	43977064	0.68186811250557	0.0756188096724033	0.0812399565146436	0.161273121307383
ENSG00000169570	DTWD2	chr5	118173017	118324240	0.187701891032392	0.424212805132126	0.20710532812911	0.180979975706372
ENSG00000204323	SMIM5	chr17	73629514	73637484	0.770073733539596	0.0259295001948182	0.145575270848851	0.0584214954167347
ENSG00000164024	METAP1	chr4	99916771	99983964	0.279333976549226	0.245977354684962	0.329685792889955	0.145002875875857
ENSG00000148826	NKX6-2	chr10	134598297	134599556	0.953215360619553	0	0.0467846393804471	0
ENSG00000168300	PCMTD1	chr8	52730140	52811735	0.214508815760685	0.32527390570735	0.395534406957073	0.064682871574892
ENSG00000184992	BRI3BP	chr12	125478246	125515777	0.326598004537628	0.0757257104673094	0.267206235525882	0.33047004946918
ENSG00000183773	AIFM3	chr22	21319396	21335649	0.443118747511132	0.049747037935366	0.343480436022681	0.163653778530821
ENSG00000240505	TNFRSF13B	chr17	16836097	16875432	0.147968654854705	0	0.336332062688294	0.515699282457001
ENSG00000183092	BEGAIN	chr14	101003486	101053750	0.844521385609602	0.0294586403397119	0.0934944999602633	0.0325254740904226
ENSG00000132004	FBXW9	chr19	12798867	12807457	0.356557432628319	0.0935202398514148	0.401503272108703	0.148419055411563
ENSG00000213420	GPC2	chr7	99767229	99774992	0.388371185778859	0.0869316617224935	0.490429540618525	0.0342676118801225
ENSG00000205302	SNX2	chr5	122110691	122165803	0.247809267787178	0.138445484745804	0.508783078287008	0.10496216918001
ENSG00000173757	STAT5B	chr17	40351186	40428725	0.17201479551128	0.254868307557465	0.480182459323198	0.0929344376080571
ENSG00000185686	PRAME	chr22	22890123	22901747	0	0.361178563031686	0.449620494606292	0.189200942362022
ENSG00000009335	UBE3C	chr7	156931607	157062066	0.297057475159327	0.288493765565316	0.301265192897644	0.113183566377714
ENSG00000111364	DDX55	chr12	124086646	124104952	0.318485234719151	0.0856475268471209	0.425348382014655	0.170518856419073
ENSG00000180155	LYNX1	chr8	143845752	143859640	0.189344807204342	0.0874546264081833	0.342906379923708	0.380294186463767
ENSG00000239857	GET4	chr7	916189	936073	0.590547781043041	0.133961701266453	0.162652714573731	0.112837803116776
ENSG00000113593	PPWD1	chr5	64859066	64883376	0.2746272881222	0.147583272946634	0.457207365574248	0.120582073356918
ENSG00000165197	FIGF	chrX	15363713	15402498	0.04460453596922	0.485424638217238	0.442825622047027	0.0271452037665157
ENSG00000269563	AC138655.1	chr2	47799601	47801998	1	0	0	0
ENSG00000136828	RALGPS1	chr9	129677053	129985445	0.368182620961882	0.228886710549002	0.325385906246817	0.0775447622422986
ENSG00000100336	APOL4	chr22	36585172	36600886	0.193418098755749	0.0421568337750326	0.736227017162656	0.028198050306563
ENSG00000173597	SULT1B1	chr4	70586880	70653679	0.0126226011463175	0.00615663215265212	0.0728994940547504	0.90832127264628
ENSG00000099812	MISP	chr19	751126	764319	0.993638748465388	0.000636379318298713	0.00422540011384654	0.00149947210246702
ENSG00000183977	PP2D1	chr3	20021453	20053822	0.593505840443719	0.0894619535855181	0.239862656056396	0.0771695499143669
ENSG00000132718	SYT11	chr1	155829300	155854990	0.606737769677288	0.0432319783062431	0.334491277646325	0.0155389743701436
ENSG00000179965	ZNF771	chr16	30418618	30440909	0.18952836687601	0.285185992866778	0.275076457394397	0.250209182862815
ENSG00000205358	MT1H	chr16	56703726	56705041	0.0566418565018888	0.000898181029602346	0.00227627561925574	0.940183686849253
ENSG00000177034	MTX3	chr5	79275584	79287082	0.425699240164897	0.162995935893067	0.349942860571856	0.0613619633701793
ENSG00000173276	ZBTB21	chr21	43406940	43430496	0.565930809071235	0.0370355835103371	0.232426056408311	0.164607551010117
ENSG00000013810	TACC3	chr4	1723227	1746898	0.241045964119108	0.0924231247181124	0.510598508908121	0.155932402254659
ENSG00000250565	ATP6V1E2	chr2	46717889	46769696	0.497032631766034	0.158279979399336	0.254381118653365	0.0903062701812657
ENSG00000165192	ASB11	chrX	15298053	15333778	0.00957386847236958	0.986938545232835	0.00282325642272622	0.00066432987206966
ENSG00000072958	AP1M1	chr19	16308389	16346160	0.146656612622496	0.146923495373582	0.45987943923787	0.246540452766052
ENSG00000138674	SEC31A	chr4	83739814	83812419	0.302768347724031	0.153890756858299	0.407973084774041	0.135367810643629
ENSG00000244734	HBB	chr11	5246694	5250625	0.00091234284836239	0.12543077655188	0.366101536959483	0.507555343640275
ENSG00000068724	TTC7A	chr2	47143296	47303276	0.28203677293113	0.0601970865309795	0.560458043726334	0.0973080968115569
ENSG00000129071	MBD4	chr3	129149787	129158878	0.266802913156006	0.163103849421038	0.370612206587768	0.199481030835188
ENSG00000185518	SV2B	chr15	91643180	91844539	0.483294744357942	0.0623519904297946	0.44033632983526	0.0140169353770041
ENSG00000174016	FAM46D	chrX	79591003	79700810	1	0	0	0
ENSG00000203813	HIST1H3H	chr6	27777842	27778314	0.290383107567303	0.0895993336664754	0.165050740449645	0.454966818316576
ENSG00000042813	ZPBP	chr7	49890017	50160925	0.904258002669341	0	0	0.0957419973306587
ENSG00000182544	MFSD5	chr12	53645035	53648189	0.343509456414302	0.155308596029364	0.39044218440288	0.110739763153455
ENSG00000226784	PGAM4	chrX	77223458	77225135	0.565679346069066	0.0474811708815999	0.295529351628519	0.0913101314208142
ENSG00000162843	WDR64	chr1	241815580	241965435	0.327926091482815	0	0.285113921609978	0.386959986907207
ENSG00000133962	CATSPERB	chr14	92047040	92245414	0.865804339316186	0.0179621067332014	0.0913464404126393	0.0248871135379736
ENSG00000269783	GOLGA7B	chr10	99627889	99630822	0.774683600166379	0.142619208126998	0.0484318234497367	0.0342653682568865
ENSG00000033327	GAB2	chr11	77926343	78129394	0.418409177500512	0.0505159776511509	0.507213746632731	0.0238610982156052
ENSG00000164934	DCAF13	chr8	104426942	104455681	0.423242449753194	0.14305165570176	0.316697854462397	0.117008040082648
ENSG00000152767	FARP1	chr13	98794816	99102027	0.281834154644085	0.0454188902338119	0.282616823820922	0.390130131301181
ENSG00000169855	ROBO1	chr3	78646390	79816965	0.389808463196547	0.0758556270605531	0.501468343279678	0.0328675664632215
ENSG00000134042	MRO	chr18	48324574	48351772	0.303796963490343	0.178299799295854	0.272924166235692	0.244979070978111
ENSG00000129048	ACKR4	chr3	132316081	132337811	0.223183363615552	0.0151290445106963	0.737320651395766	0.0243669404779848
ENSG00000176293	ZNF135	chr19	58570607	58597677	0.27032235448473	0.0876182319423833	0.571570933001849	0.0704884805710382
ENSG00000060558	GNA15	chr19	3136191	3163767	0.251060835222557	0.0317144808943484	0.661003131347569	0.0562215525355253
ENSG00000158796	DEDD	chr1	161090984	161102478	0.253108453228184	0.245482971945349	0.38986068374224	0.111547891084227
ENSG00000184923	NUTM2A	chr10	88985205	88996665	0.536172265245829	0.0967345287646288	0.272942668464972	0.0941505375245707
ENSG00000104408	EIF3E	chr8	109213972	109447562	0.270505528159114	0.202756826433668	0.444869616945411	0.0818680284618067
ENSG00000185803	SLC52A2	chr8	145577810	145584932	0.355723886175777	0.0894975302233774	0.459223541028302	0.0955550425725437
ENSG00000178927	C17orf62	chr17	80400522	80408705	0.150452268801044	0.0656333474202652	0.513629891811096	0.270284491967595
ENSG00000214248	AC010336.1	chr19	7966902	7968427	0.824323190106617	0	0.0741299785601906	0.101546831333192
ENSG00000204540	PSORS1C1	chr6	31082527	31107869	0.591047099508358	0.023957563429692	0.369224756982106	0.0157705800798443
ENSG00000164265	SCGB3A2	chr5	147250245	147261754	0.712876824891169	0	0	0.287123175108831
ENSG00000178201	VN1R1	chr19	57966542	57967854	0.171671251897746	0.417189436940821	0.282440580623542	0.128698730537891
ENSG00000055813	CCDC85A	chr2	56411258	56613308	0.0262163340139216	0.119915254489387	0.849263069612229	0.00460534188446203
ENSG00000078269	SYNJ2	chr6	158402888	158520208	0.819621635148211	0.0519835645769535	0.0936630475494259	0.0347317527254093
ENSG00000153147	SMARCA5	chr4	144434616	144478639	0.456319614896961	0.141200029195323	0.335729873274367	0.0667504826333488
ENSG00000126709	IFI6	chr1	27992572	27998729	0.616035774827547	0.0289129792444667	0.261755286144307	0.0932959597836789
ENSG00000198580	AC073343.1	chr7	6713376	6715991	0.730202513425647	0.0806781786286159	0.169842038064659	0.0192772698810783
ENSG00000123094	RASSF8	chr12	26111999	26232825	0.51950707039659	0.145096875452209	0.307560701953664	0.0278353521975374
ENSG00000197614	MFAP5	chr12	8793842	8815484	0.00335852924232615	0.0522541872889819	0.94390577374651	0.000481509722182363
ENSG00000166987	MBD6	chr12	57914493	57923884	0.264388066186423	0.13495157498874	0.421551264880415	0.179109093944423
ENSG00000105223	PLD3	chr19	40854435	40884390	0.362489491809875	0.0973776776918555	0.42981599329829	0.110316837199979
ENSG00000143954	REG3G	chr2	79252812	79255631	0.999204747856131	0	0	0.000795252143868675
ENSG00000169084	DHRSX	chrX	2137557	2420846	0.262857376051373	0.114915826025452	0.355202277875719	0.267024520047455
ENSG00000073737	DHRS9	chr2	169921299	169952677	0.304606278895084	0.00595472230652557	0.667555932967745	0.0218830658306456
ENSG00000172687	ZNF738	chr19	21541732	21562104	0.456231280263178	0.0569178552528017	0.459351360854851	0.0274995036291686
ENSG00000242715	CCDC169	chr13	36801182	36871977	0.252163311021133	0.309739437275869	0.438097251702998	0
ENSG00000171596	NMUR1	chr2	232387871	232395206	0.0732434654725333	0.00836919360543892	0.847319637521011	0.0710677034010171
ENSG00000160991	ORAI2	chr7	102073553	102096684	0.689528356094043	0.019436474387707	0.264444036372585	0.026591133145665
ENSG00000157335	CLEC18C	chr16	70207352	70220798	0.692675670853858	0	0.178786139511112	0.12853818963503
ENSG00000143184	XCL1	chr1	168545711	168551315	0.131845122989914	0	0.360011072295433	0.508143804714653
ENSG00000129116	PALLD	chr4	169418217	169849608	0.227324484057626	0.303037510937739	0.441402608561044	0.0282353964435905
ENSG00000177570	SAMD12	chr8	119201698	119634234	0.73892209354947	0.0130932130742676	0.0985169486175401	0.149467744758722
ENSG00000134545	KLRC1	chr12	10598627	10607284	0.1081152392956	0.0384373986040266	0.461869423996459	0.391577938103914
ENSG00000154133	ROBO4	chr11	124754260	124768396	0.0657602448434439	0.0767827945458959	0.829954340823871	0.0275026197867896
ENSG00000166823	MESP1	chr15	90291892	90294541	0.098846093327023	0.308640108310272	0.543383109934984	0.0491306884277204
ENSG00000176788	BASP1	chr5	17065707	17276943	0.283139655612468	0.0136345405653761	0.650137506863095	0.0530882969590608
ENSG00000117407	ARTN	chr1	44398992	44402913	0.535518134026036	0.093898351692658	0.296949383813552	0.0736341304677538
ENSG00000108788	MLX	chr17	40719086	40725257	0.200938228026331	0.274237324065741	0.359534760086614	0.165289687821314
ENSG00000113648	H2AFY	chr5	134669852	134734969	0.420485420313082	0.147865709102844	0.360796134121627	0.0708527364624469
ENSG00000111906	HDDC2	chr6	125542991	125623282	0.206235806357276	0.381371748680409	0.353777469247959	0.0586149757143555
ENSG00000204160	ZDHHC18	chr1	27153201	27184093	0.262901078331016	0.0879475184721519	0.476425041250832	0.172726361946
ENSG00000133246	PRAM1	chr19	8554940	8567996	0.104698999908855	0.0436124105672282	0.456383706858909	0.395304882665008
ENSG00000143793	C1orf35	chr1	228288427	228293112	0.255334296795266	0.133244222626847	0.44777320047735	0.163648280100537
ENSG00000196569	LAMA2	chr6	129204342	129837714	0.111336165061619	0.167805284543644	0.704491500532131	0.0163670498626052
ENSG00000144749	LRIG1	chr3	66429352	66551687	0.313694297869791	0.218971141591219	0.344960436148531	0.12237412439046
ENSG00000033170	FUT8	chr14	65877310	66210839	0.284288643851504	0.0809101370310311	0.593230229132511	0.0415709899849538
ENSG00000239779	WBP1	chr2	74685456	74688018	0.418702280246921	0.0772326778258648	0.378167608069746	0.125897433857468
ENSG00000115828	QPCT	chr2	37571717	37600465	0.915420996997744	0.0160870539704112	0.0633365823165067	0.00515536671533841
ENSG00000214300	SPDYE3	chr7	99905325	99919819	0.548645736020678	0.10094969794888	0.223031336329959	0.127373229700483
ENSG00000145075	CCDC39	chr3	180320646	180588793	0.0902412371117821	0.237635066711773	0.625239270627968	0.0468844255484759
ENSG00000168283	BMI1	chr10	22610140	22620413	0.250288804953297	0.230720514956419	0.382292295236776	0.136698384853509
ENSG00000163516	ANKZF1	chr2	220094479	220101327	0.151218159207555	0.17940315197349	0.449557060575367	0.219821628243588
ENSG00000101255	TRIB3	chr20	361261	378203	0.414854710124376	0.00980479380590057	0.0939489469986158	0.481391549071107
ENSG00000172232	AZU1	chr19	827826	832017	0.491365003865129	0.0470882976597624	0.260017401878581	0.201529296596528
ENSG00000183644	C11orf88	chr11	111386236	111407756	0.233269658768329	0.121564269219297	0.645166072012373	0
ENSG00000138688	KIAA1109	chr4	123073488	123283913	0.230594825881645	0.189264197937384	0.492383268433617	0.0877577077473547
ENSG00000161955	TNFSF13	chr17	7461609	7464925	0.122760049540803	0.0673863176620521	0.634430852869854	0.175422779927292
ENSG00000160075	SSU72	chr1	1477053	1510249	0.252687267817591	0.317181855503971	0.295484347083562	0.134646529594876
ENSG00000180353	HCLS1	chr3	121350246	121379774	0.06421825557179	0.0534308604967942	0.754999025638992	0.127351858292424
ENSG00000196741	CXorf24	chrX	47342970	47344207	0.283108113995875	0.281952141459172	0.374869844223665	0.0600699003212868
ENSG00000116016	EPAS1	chr2	46520806	46613836	0.181493408794519	0.0520874890691217	0.675572019745673	0.090847082390686
ENSG00000148019	CEP78	chr9	80850978	80894606	0.19627067291847	0.126944651827071	0.437479287890059	0.2393053873644
ENSG00000053371	AKR7A2	chr1	19630459	19638640	0.192159452857766	0.211462096209202	0.364012402791256	0.232366048141775
ENSG00000124557	BTN1A1	chr6	26501449	26510650	0.427414658869242	0.238765012572909	0.333820328557849	0
ENSG00000121318	TAS2R10	chr12	10977916	10978957	0.184129824514125	0.068131206323204	0.562557354622288	0.185181614540383
ENSG00000175792	RUVBL1	chr3	127783621	127872757	0.256232839480667	0.161284721628898	0.431578463896257	0.150903974994178
ENSG00000117266	CDK18	chr1	205473723	205501921	0.523293118090234	0.0737986926245153	0.174398273235067	0.228509916050184
ENSG00000182791	CCDC87	chr11	66357640	66360291	0.719994663598728	0.0740269805885693	0.11086209411934	0.0951162616933624
ENSG00000184083	FAM120C	chrX	54094757	54209714	0.267728162775702	0.149944226036217	0.481662721610173	0.100664889577907
ENSG00000204421	LY6G6C	chr6	31686425	31689622	0.742896129759666	0.0467747743661117	0.166039544749555	0.0442895511246669
ENSG00000185988	PLK5	chr19	1524073	1535455	0.336450533665298	0.11522828907387	0.380177965709973	0.168143211550859
ENSG00000244476	ERVFRD-1	chr6	11102722	11111965	0.231505281836968	0.0381003626251127	0.688707544578184	0.0416868109597354
ENSG00000111142	METAP2	chr12	95867296	95909615	0.392179140854388	0.212246105978117	0.283105357791004	0.11246939537649
ENSG00000090520	DNAJB11	chr3	186285192	186315061	0.597945271779186	0.054132939369609	0.187281630199314	0.160640158651892
ENSG00000116741	RGS2	chr1	192778169	192781403	0.535194582787155	0.0303931761706939	0.341672452285349	0.0927397887568023
ENSG00000155363	MOV10	chr1	113215763	113243368	0.241729692247614	0.048982344673383	0.417876739050174	0.291411224028828
ENSG00000173638	SLC19A1	chr21	46913490	46964325	0.112565719994694	0.0579376868767684	0.402992539498351	0.426504053630186
ENSG00000189283	FHIT	chr3	59735036	61237133	0.302699668533242	0.125170271290718	0.335331738518864	0.236798321657176
ENSG00000132744	ACY3	chr11	67410026	67418130	0.160424557069223	0	0.00289451774740052	0.836680925183377
ENSG00000067113	PPAP2A	chr5	54721691	54830878	0.112390731484662	0.115920062091055	0.694682939028431	0.0770062673958517
ENSG00000138658	C4orf21	chr4	113460492	113558119	0.196524042489831	0.162166995944886	0.508780091777683	0.1325288697876
ENSG00000118276	B4GALT6	chr18	29203132	29264686	0.720769546824619	0.0655162833350224	0.176290027987481	0.0374241418528772
ENSG00000164287	CDC20B	chr5	54408799	54469005	1	0	0	0
ENSG00000148175	STOM	chr9	124101355	124132531	0.0946093702505773	0.0742694931233786	0.638553424177689	0.192567712448355
ENSG00000112237	CCNC	chr6	99990256	100014914	0.541993177885403	0.0576310157797063	0.216309876406015	0.184065929928876
ENSG00000178084	HTR3C	chr3	183770835	183778459	0.49754416317229	0	0.50245583682771	0
ENSG00000166920	C15orf48	chr15	45722727	45725647	0.982092476009762	0.00232408310299019	0.0110987973954043	0.00448464349184328
ENSG00000089169	RPH3A	chr12	113008184	113336686	0.678884784685345	0.148586220517124	0.132104776771629	0.0404242180259023
ENSG00000112246	SIM1	chr6	100832891	100912805	0.555336154475516	0.0248566942728745	0.41788829312638	0.00191885812523027
ENSG00000165424	ZCCHC24	chr10	81142081	81205383	0.0516742906254689	0.258688283025585	0.548311512345073	0.141325914003873
ENSG00000130340	SNX9	chr6	158244296	158366109	0.407638505700629	0.0726451732059039	0.435425621070198	0.0842907000232693
ENSG00000167508	MVD	chr16	88718343	88729569	0.309908037187938	0.127499988396359	0.294574551078653	0.26801742333705
ENSG00000166582	CENPV	chr17	16245848	16256813	0.236000360262143	0.217422388042678	0.202083974339616	0.344493277355563
ENSG00000110786	PTPN5	chr11	18749475	18814268	0.174626416527676	0.240555430184783	0.544548584202411	0.0402695690851305
ENSG00000134690	CDCA8	chr1	38158090	38175391	0.24052151674375	0.0833732242340882	0.511951049255809	0.164154209766353
ENSG00000106004	HOXA5	chr7	27180671	27183287	0.098964260834732	0.291902297205458	0.589476028396316	0.0196574135634945
ENSG00000181039	ANKRD34A	chr1	145470508	145475646	0.103972242512599	0.60869190233954	0.221963875703348	0.0653719794445125
ENSG00000155660	PDIA4	chr7	148700154	148725733	0.321847530161266	0.0218950751398802	0.189144507562136	0.467112887136718
ENSG00000182782	HCAR2	chr12	123185878	123187890	0.0222951885892725	0.00685852857973622	0.930829627361242	0.0400166554697495
ENSG00000204174	NPY4R	chr10	47083534	47088320	0.295201768517603	0	0.598584298532249	0.106213932950148
ENSG00000164600	NEUROD6	chr7	31377075	31380508	0	0	0	1
ENSG00000181847	TIGIT	chr3	113995760	114029135	0.33431814903927	0.0253598740026236	0.401060013915579	0.239261963042528
ENSG00000179094	PER1	chr17	8043790	8059824	0.13338202568849	0.280048953530718	0.506753074878086	0.0798159459027062
ENSG00000205693	MANSC4	chr12	27915671	27924209	0.751895193023643	0.0334422039498067	0.194615278965844	0.0200473240607067
ENSG00000160211	G6PD	chrX	153759606	153775469	0.213403407838014	0.0483606476035466	0.69726262985872	0.0409733146997193
ENSG00000089127	OAS1	chr12	113344582	113369990	0.253079805930107	0.0194221365828467	0.3824494177245	0.345048639762546
ENSG00000151468	CCDC3	chr10	12938627	13141309	0.0560456054763245	0.110029166813544	0.765769768693142	0.0681554590169897
ENSG00000149970	CNKSR2	chrX	21392536	21672813	0.351220597583789	0.178873978465432	0.417642065019146	0.0522633589316334
ENSG00000104886	PLEKHJ1	chr19	2233148	2237703	0.238141539241204	0.259945974928312	0.302658477883724	0.19925400794676
ENSG00000186469	GNG2	chr14	52292913	52446060	0.491231900242791	0.0136289531346331	0.473481749499999	0.0216573971225772
ENSG00000168026	TTC21A	chr3	39150576	39180394	0.439441816133019	0.0479145111283971	0.412508767131191	0.100134905607393
ENSG00000187860	CCDC157	chr22	30752624	30772818	0.717134459804692	0.0520219999989659	0.156538138785375	0.0743054014109671
ENSG00000100814	CCNB1IP1	chr14	20779527	20801471	0.294558704999431	0.210554047839435	0.33176997446576	0.163117272695374
ENSG00000136867	SLC31A2	chr9	115913222	115920376	0.495611540773313	0.0939862113413915	0.347544578084228	0.0628576698010679
ENSG00000176256	HMGB4	chr1	34326076	34330392	0	0	0	1
ENSG00000160801	PTH1R	chr3	46919236	46945287	0.0193424726135755	0.0517389131002404	0.483931402568179	0.444987211718006
ENSG00000186567	CEACAM19	chr19	45170227	45187631	0.494502446205885	0.183752181463352	0.175466359407402	0.146279012923361
ENSG00000101951	PAGE4	chrX	49593863	49598576	0	1	0	0
ENSG00000185002	RFX6	chr6	117198423	117253326	0.997204806400285	0	0.00279519359971478	0
ENSG00000164758	MED30	chr8	118532952	118552501	0.39768372670527	0.0826348660164324	0.416331330392953	0.103350076885344
ENSG00000198960	ARMCX6	chrX	100870110	100872991	0.352763821738516	0.0793847964157347	0.469857368402624	0.097994013443125
ENSG00000021488	SLC7A9	chr19	33321415	33360672	0.0325156097404759	0.0119929899899407	0.0496572239294367	0.905834176340147
ENSG00000184990	SIVA1	chr14	105219437	105234831	0.27659591755545	0.232684635713721	0.303508951119645	0.187210495611183
ENSG00000123575	FAM199X	chrX	103411301	103440583	0.322879044523326	0.144680717717025	0.43817743799156	0.0942627997680887
ENSG00000139679	LPAR6	chr13	48963707	49018840	0.10154124390135	0.0544583367659801	0.742176698006791	0.101823721325879
ENSG00000186487	MYT1L	chr2	1792885	2335032	0.981229619444788	0.00764949707478772	0.00696994768174593	0.00415093579867832
ENSG00000169908	TM4SF1	chr3	149086809	149095564	0.805567341819343	0.0162074303269401	0.167820663072544	0.0104045647811726
ENSG00000122641	INHBA	chr7	41724712	41742706	0.917823298643296	0.00434223013357731	0.02679057274936	0.0510438984737664
ENSG00000169469	SPRR1B	chr1	153003678	153005376	0.746406402459185	0.0615715077075339	0.0953013283719071	0.0967207614613741
ENSG00000266208	CTD-2267D19.3	chr17	38516907	38520945	0.301081167110552	0.0650012625316813	0.366424871138652	0.267492699219114
ENSG00000162924	REL	chr2	61108656	61153043	0.681848035453214	0.0423353016452867	0.215714063238885	0.060102599662614
ENSG00000131196	NFATC1	chr18	77155856	77289325	0.234220164510472	0.393572971311677	0.350378283631243	0.0218285805466081
ENSG00000106367	AP1S1	chr7	100797678	100804877	0.420451097563143	0.0526364142189426	0.295200734290419	0.231711753927495
ENSG00000041982	TNC	chr9	117782806	117880536	0.262534984815574	0.02619111814925	0.689904853496123	0.0213690435390525
ENSG00000172572	PDE3A	chr12	20522179	20837315	0.437786794996852	0.0576639107486459	0.476948312316456	0.0276009819380464
ENSG00000171792	RHNO1	chr12	2985424	2998626	0.43768861792788	0.137265959010048	0.350634231364272	0.0744111916978004
ENSG00000176101	SSNA1	chr9	140083099	140084822	0.230151074788132	0.221374763602658	0.362605578515637	0.185868583093572
ENSG00000184682	C11orf89	chr11	1910375	1912084	0.00991418822212198	0.467070128798956	0.4841327420004	0.0388829409785225
ENSG00000168306	ACOX2	chr3	58490863	58523046	0.00784554413648523	0.0398777890397742	0.196113936267845	0.756162730555896
ENSG00000053372	MRTO4	chr1	19578047	19586622	0.332574658212364	0.175191631416927	0.340117475137256	0.152116235233453
ENSG00000112877	CEP72	chr5	612387	667283	0.457925409098426	0.0636549748562343	0.30487476417583	0.173544851869511
ENSG00000101353	MROH8	chr20	35729629	35807991	0.223158615558305	0.273611538264637	0.352263193840886	0.150966652336172
ENSG00000225940	AC022431.2	chr5	55807394	55902059	0	0	1	0
ENSG00000099804	CDC34	chr19	531714	542097	0.269417181792152	0.273197860971831	0.249868098016474	0.207516859219543
ENSG00000185737	NRG3	chr10	83635070	84746935	0.775524107763006	0.00600447375515636	0.108638292519116	0.109833125962722
ENSG00000233822	HIST1H2BN	chr6	27806323	27823487	0.594047764606793	0.116468470901425	0.141305172087176	0.148178592404605
ENSG00000142959	BEST4	chr1	45249257	45253377	0.7295760489808	0.0214676293071775	0.164498470503404	0.0844578512086186
ENSG00000136807	CDK9	chr9	130547958	130553066	0.258649667308385	0.102529117819109	0.441976285084188	0.196844929788319
ENSG00000196419	XRCC6	chr22	42017123	42060044	0.286178087339529	0.245485374651594	0.369048710575181	0.0992878274336956
ENSG00000139168	ZCRB1	chr12	42705880	42719920	0.310950877502157	0.243898449270883	0.349749741789964	0.0954009314369954
ENSG00000170166	HOXD4	chr2	177017336	177017954	0.0772825331058723	0.082381605125495	0.840335861768633	0
ENSG00000165030	NFIL3	chr9	94171327	94186144	0.202676938345373	0.201788799256821	0.423478674365532	0.172055588032274
ENSG00000138768	USO1	chr4	76649777	76735382	0.133298253911918	0.566841592381141	0.193971390585759	0.105888763121182
